audio_id,label,src_path,dst_path,duration_sec,sample_rate,snr_db,noise_source,codec,bandpass_hz,ts
neut_00840,neutral,data/synthetic/audio/neutral/neut_00840.wav,data/synthetic/audio_phone/neutral/neut_00840.wav,7.15,16000,16.12,synthetic,mu_law_8k,300-3400,1778143815.9833407
neut_00842,neutral,data/synthetic/audio/neutral/neut_00842.wav,data/synthetic/audio_phone/neutral/neut_00842.wav,6.25,16000,20.91,synthetic,mu_law_8k,300-3400,1778143816.0002954
neut_00843,neutral,data/synthetic/audio/neutral/neut_00843.wav,data/synthetic/audio_phone/neutral/neut_00843.wav,7.05,16000,21.29,synthetic,mu_law_8k,300-3400,1778143816.0042858
neut_00845,neutral,data/synthetic/audio/neutral/neut_00845.wav,data/synthetic/audio_phone/neutral/neut_00845.wav,4.9,16000,20.34,synthetic,mu_law_8k,300-3400,1778143816.0092719
neut_00844,neutral,data/synthetic/audio/neutral/neut_00844.wav,data/synthetic/audio_phone/neutral/neut_00844.wav,6.1,16000,16.99,synthetic,mu_law_8k,300-3400,1778143816.0102694
neut_00846,neutral,data/synthetic/audio/neutral/neut_00846.wav,data/synthetic/audio_phone/neutral/neut_00846.wav,6.4,16000,20.16,synthetic,mu_law_8k,300-3400,1778143816.0272238
neut_00848,neutral,data/synthetic/audio/neutral/neut_00848.wav,data/synthetic/audio_phone/neutral/neut_00848.wav,5.8,16000,22.31,synthetic,mu_law_8k,300-3400,1778143816.0312133
neut_00849,neutral,data/synthetic/audio/neutral/neut_00849.wav,data/synthetic/audio_phone/neutral/neut_00849.wav,4.55,16000,21.59,synthetic,mu_law_8k,300-3400,1778143816.0322106
neut_00850,neutral,data/synthetic/audio/neutral/neut_00850.wav,data/synthetic/audio_phone/neutral/neut_00850.wav,6.3,16000,17.14,synthetic,mu_law_8k,300-3400,1778143816.0391915
neut_00851,neutral,data/synthetic/audio/neutral/neut_00851.wav,data/synthetic/audio_phone/neutral/neut_00851.wav,4.75,16000,22.81,synthetic,mu_law_8k,300-3400,1778143816.0501628
neut_00853,neutral,data/synthetic/audio/neutral/neut_00853.wav,data/synthetic/audio_phone/neutral/neut_00853.wav,5.0,16000,22.26,synthetic,mu_law_8k,300-3400,1778143816.0581412
neut_00852,neutral,data/synthetic/audio/neutral/neut_00852.wav,data/synthetic/audio_phone/neutral/neut_00852.wav,5.15,16000,19.53,synthetic,mu_law_8k,300-3400,1778143816.0591383
neut_00854,neutral,data/synthetic/audio/neutral/neut_00854.wav,data/synthetic/audio_phone/neutral/neut_00854.wav,7.4,16000,15.19,synthetic,mu_law_8k,300-3400,1778143816.0701087
neut_00857,neutral,data/synthetic/audio/neutral/neut_00857.wav,data/synthetic/audio_phone/neutral/neut_00857.wav,4.6,16000,18.8,synthetic,mu_law_8k,300-3400,1778143816.0810804
neut_00855,neutral,data/synthetic/audio/neutral/neut_00855.wav,data/synthetic/audio_phone/neutral/neut_00855.wav,7.1,16000,22.22,synthetic,mu_law_8k,300-3400,1778143816.0830748
neut_00856,neutral,data/synthetic/audio/neutral/neut_00856.wav,data/synthetic/audio_phone/neutral/neut_00856.wav,5.1,16000,18.41,synthetic,mu_law_8k,300-3400,1778143816.0870645
neut_00858,neutral,data/synthetic/audio/neutral/neut_00858.wav,data/synthetic/audio_phone/neutral/neut_00858.wav,6.35,16000,15.83,synthetic,mu_law_8k,300-3400,1778143816.1080077
neut_00860,neutral,data/synthetic/audio/neutral/neut_00860.wav,data/synthetic/audio_phone/neutral/neut_00860.wav,5.1,16000,16.65,synthetic,mu_law_8k,300-3400,1778143816.1139936
neut_00859,neutral,data/synthetic/audio/neutral/neut_00859.wav,data/synthetic/audio_phone/neutral/neut_00859.wav,6.55,16000,19.97,synthetic,mu_law_8k,300-3400,1778143816.118979
neut_00861,neutral,data/synthetic/audio/neutral/neut_00861.wav,data/synthetic/audio_phone/neutral/neut_00861.wav,6.4,16000,21.3,synthetic,mu_law_8k,300-3400,1778143816.119976
neut_00862,neutral,data/synthetic/audio/neutral/neut_00862.wav,data/synthetic/audio_phone/neutral/neut_00862.wav,6.3,16000,24.55,synthetic,mu_law_8k,300-3400,1778143816.1379278
neut_00863,neutral,data/synthetic/audio/neutral/neut_00863.wav,data/synthetic/audio_phone/neutral/neut_00863.wav,6.6,16000,22.26,synthetic,mu_law_8k,300-3400,1778143816.141917
neut_00864,neutral,data/synthetic/audio/neutral/neut_00864.wav,data/synthetic/audio_phone/neutral/neut_00864.wav,6.45,16000,17.41,synthetic,mu_law_8k,300-3400,1778143816.1439116
neut_00865,neutral,data/synthetic/audio/neutral/neut_00865.wav,data/synthetic/audio_phone/neutral/neut_00865.wav,6.35,16000,21.93,synthetic,mu_law_8k,300-3400,1778143816.1548822
neut_00866,neutral,data/synthetic/audio/neutral/neut_00866.wav,data/synthetic/audio_phone/neutral/neut_00866.wav,5.2,16000,24.27,synthetic,mu_law_8k,300-3400,1778143816.163858
neut_00868,neutral,data/synthetic/audio/neutral/neut_00868.wav,data/synthetic/audio_phone/neutral/neut_00868.wav,6.4,16000,19.72,synthetic,mu_law_8k,300-3400,1778143816.171837
neut_00867,neutral,data/synthetic/audio/neutral/neut_00867.wav,data/synthetic/audio_phone/neutral/neut_00867.wav,7.0,16000,20.44,synthetic,mu_law_8k,300-3400,1778143816.1738317
neut_00869,neutral,data/synthetic/audio/neutral/neut_00869.wav,data/synthetic/audio_phone/neutral/neut_00869.wav,5.65,16000,23.69,synthetic,mu_law_8k,300-3400,1778143816.1828084
neut_00870,neutral,data/synthetic/audio/neutral/neut_00870.wav,data/synthetic/audio_phone/neutral/neut_00870.wav,6.4,16000,18.22,synthetic,mu_law_8k,300-3400,1778143816.1907864
neut_00872,neutral,data/synthetic/audio/neutral/neut_00872.wav,data/synthetic/audio_phone/neutral/neut_00872.wav,4.7,16000,17.05,synthetic,mu_law_8k,300-3400,1778143816.1987643
neut_00871,neutral,data/synthetic/audio/neutral/neut_00871.wav,data/synthetic/audio_phone/neutral/neut_00871.wav,6.9,16000,23.52,synthetic,mu_law_8k,300-3400,1778143816.2007594
neut_00873,neutral,data/synthetic/audio/neutral/neut_00873.wav,data/synthetic/audio_phone/neutral/neut_00873.wav,7.5,16000,20.97,synthetic,mu_law_8k,300-3400,1778143816.2137244
neut_00874,neutral,data/synthetic/audio/neutral/neut_00874.wav,data/synthetic/audio_phone/neutral/neut_00874.wav,6.5,16000,22.99,synthetic,mu_law_8k,300-3400,1778143816.217714
neut_00875,neutral,data/synthetic/audio/neutral/neut_00875.wav,data/synthetic/audio_phone/neutral/neut_00875.wav,6.8,16000,24.37,synthetic,mu_law_8k,300-3400,1778143816.224696
neut_00876,neutral,data/synthetic/audio/neutral/neut_00876.wav,data/synthetic/audio_phone/neutral/neut_00876.wav,6.55,16000,23.13,synthetic,mu_law_8k,300-3400,1778143816.2346685
neut_00877,neutral,data/synthetic/audio/neutral/neut_00877.wav,data/synthetic/audio_phone/neutral/neut_00877.wav,6.1,16000,21.28,synthetic,mu_law_8k,300-3400,1778143816.24564
neut_00878,neutral,data/synthetic/audio/neutral/neut_00878.wav,data/synthetic/audio_phone/neutral/neut_00878.wav,5.45,16000,24.58,synthetic,mu_law_8k,300-3400,1778143816.248633
neut_00879,neutral,data/synthetic/audio/neutral/neut_00879.wav,data/synthetic/audio_phone/neutral/neut_00879.wav,5.45,16000,15.89,synthetic,mu_law_8k,300-3400,1778143816.2526207
neut_00880,neutral,data/synthetic/audio/neutral/neut_00880.wav,data/synthetic/audio_phone/neutral/neut_00880.wav,5.5,16000,20.36,synthetic,mu_law_8k,300-3400,1778143816.263591
neut_00882,neutral,data/synthetic/audio/neutral/neut_00882.wav,data/synthetic/audio_phone/neutral/neut_00882.wav,5.6,16000,19.51,synthetic,mu_law_8k,300-3400,1778143816.2735655
neut_00881,neutral,data/synthetic/audio/neutral/neut_00881.wav,data/synthetic/audio_phone/neutral/neut_00881.wav,6.4,16000,19.2,synthetic,mu_law_8k,300-3400,1778143816.2765565
neut_00884,neutral,data/synthetic/audio/neutral/neut_00884.wav,data/synthetic/audio_phone/neutral/neut_00884.wav,5.6,16000,21.0,synthetic,mu_law_8k,300-3400,1778143816.2865303
neut_00883,neutral,data/synthetic/audio/neutral/neut_00883.wav,data/synthetic/audio_phone/neutral/neut_00883.wav,7.55,16000,22.95,synthetic,mu_law_8k,300-3400,1778143816.2895222
neut_00886,neutral,data/synthetic/audio/neutral/neut_00886.wav,data/synthetic/audio_phone/neutral/neut_00886.wav,7.75,16000,16.9,synthetic,mu_law_8k,300-3400,1778143816.309471
neut_00885,neutral,data/synthetic/audio/neutral/neut_00885.wav,data/synthetic/audio_phone/neutral/neut_00885.wav,7.45,16000,23.19,synthetic,mu_law_8k,300-3400,1778143816.3114636
neut_00887,neutral,data/synthetic/audio/neutral/neut_00887.wav,data/synthetic/audio_phone/neutral/neut_00887.wav,5.9,16000,19.76,synthetic,mu_law_8k,300-3400,1778143816.3156185
neut_00888,neutral,data/synthetic/audio/neutral/neut_00888.wav,data/synthetic/audio_phone/neutral/neut_00888.wav,7.0,16000,16.09,synthetic,mu_law_8k,300-3400,1778143816.3184447
neut_00889,neutral,data/synthetic/audio/neutral/neut_00889.wav,data/synthetic/audio_phone/neutral/neut_00889.wav,5.2,16000,18.91,synthetic,mu_law_8k,300-3400,1778143816.3359056
neut_00890,neutral,data/synthetic/audio/neutral/neut_00890.wav,data/synthetic/audio_phone/neutral/neut_00890.wav,6.65,16000,19.57,synthetic,mu_law_8k,300-3400,1778143816.3428874
neut_00892,neutral,data/synthetic/audio/neutral/neut_00892.wav,data/synthetic/audio_phone/neutral/neut_00892.wav,5.35,16000,19.34,synthetic,mu_law_8k,300-3400,1778143816.3448822
neut_00891,neutral,data/synthetic/audio/neutral/neut_00891.wav,data/synthetic/audio_phone/neutral/neut_00891.wav,6.85,16000,15.32,synthetic,mu_law_8k,300-3400,1778143816.3538587
neut_00894,neutral,data/synthetic/audio/neutral/neut_00894.wav,data/synthetic/audio_phone/neutral/neut_00894.wav,6.85,16000,23.68,synthetic,mu_law_8k,300-3400,1778143816.3837793
neut_00896,neutral,data/synthetic/audio/neutral/neut_00896.wav,data/synthetic/audio_phone/neutral/neut_00896.wav,6.2,16000,19.3,synthetic,mu_law_8k,300-3400,1778143816.4196818
neut_00893,neutral,data/synthetic/audio/neutral/neut_00893.wav,data/synthetic/audio_phone/neutral/neut_00893.wav,6.4,16000,19.31,synthetic,mu_law_8k,300-3400,1778143816.4206796
neut_00897,neutral,data/synthetic/audio/neutral/neut_00897.wav,data/synthetic/audio_phone/neutral/neut_00897.wav,5.15,16000,16.57,synthetic,mu_law_8k,300-3400,1778143816.4256663
neut_00895,neutral,data/synthetic/audio/neutral/neut_00895.wav,data/synthetic/audio_phone/neutral/neut_00895.wav,7.0,16000,22.51,synthetic,mu_law_8k,300-3400,1778143816.4386315
neut_00900,neutral,data/synthetic/audio/neutral/neut_00900.wav,data/synthetic/audio_phone/neutral/neut_00900.wav,5.95,16000,18.62,synthetic,mu_law_8k,300-3400,1778143816.4645622
neut_00898,neutral,data/synthetic/audio/neutral/neut_00898.wav,data/synthetic/audio_phone/neutral/neut_00898.wav,6.5,16000,18.68,synthetic,mu_law_8k,300-3400,1778143816.4655592
neut_00899,neutral,data/synthetic/audio/neutral/neut_00899.wav,data/synthetic/audio_phone/neutral/neut_00899.wav,5.35,16000,18.07,synthetic,mu_law_8k,300-3400,1778143816.4745357
neut_00901,neutral,data/synthetic/audio/neutral/neut_00901.wav,data/synthetic/audio_phone/neutral/neut_00901.wav,6.6,16000,19.7,synthetic,mu_law_8k,300-3400,1778143816.4755323
neut_00902,neutral,data/synthetic/audio/neutral/neut_00902.wav,data/synthetic/audio_phone/neutral/neut_00902.wav,5.95,16000,17.66,synthetic,mu_law_8k,300-3400,1778143816.495479
neut_00903,neutral,data/synthetic/audio/neutral/neut_00903.wav,data/synthetic/audio_phone/neutral/neut_00903.wav,7.05,16000,19.82,synthetic,mu_law_8k,300-3400,1778143816.499468
neut_00905,neutral,data/synthetic/audio/neutral/neut_00905.wav,data/synthetic/audio_phone/neutral/neut_00905.wav,7.1,16000,20.97,synthetic,mu_law_8k,300-3400,1778143816.507447
neut_00904,neutral,data/synthetic/audio/neutral/neut_00904.wav,data/synthetic/audio_phone/neutral/neut_00904.wav,7.85,16000,20.03,synthetic,mu_law_8k,300-3400,1778143816.51742
neut_00907,neutral,data/synthetic/audio/neutral/neut_00907.wav,data/synthetic/audio_phone/neutral/neut_00907.wav,6.9,16000,23.86,synthetic,mu_law_8k,300-3400,1778143816.533378
neut_00906,neutral,data/synthetic/audio/neutral/neut_00906.wav,data/synthetic/audio_phone/neutral/neut_00906.wav,7.25,16000,22.81,synthetic,mu_law_8k,300-3400,1778143816.535373
neut_00908,neutral,data/synthetic/audio/neutral/neut_00908.wav,data/synthetic/audio_phone/neutral/neut_00908.wav,4.75,16000,22.42,synthetic,mu_law_8k,300-3400,1778143816.5373669
neut_00909,neutral,data/synthetic/audio/neutral/neut_00909.wav,data/synthetic/audio_phone/neutral/neut_00909.wav,4.9,16000,15.59,synthetic,mu_law_8k,300-3400,1778143816.544348
neut_00911,neutral,data/synthetic/audio/neutral/neut_00911.wav,data/synthetic/audio_phone/neutral/neut_00911.wav,5.05,16000,24.14,synthetic,mu_law_8k,300-3400,1778143816.5613036
neut_00912,neutral,data/synthetic/audio/neutral/neut_00912.wav,data/synthetic/audio_phone/neutral/neut_00912.wav,6.2,16000,18.5,synthetic,mu_law_8k,300-3400,1778143816.5662901
neut_00910,neutral,data/synthetic/audio/neutral/neut_00910.wav,data/synthetic/audio_phone/neutral/neut_00910.wav,7.05,16000,20.24,synthetic,mu_law_8k,300-3400,1778143816.5672874
neut_00913,neutral,data/synthetic/audio/neutral/neut_00913.wav,data/synthetic/audio_phone/neutral/neut_00913.wav,6.65,16000,24.9,synthetic,mu_law_8k,300-3400,1778143816.5732708
neut_00915,neutral,data/synthetic/audio/neutral/neut_00915.wav,data/synthetic/audio_phone/neutral/neut_00915.wav,5.8,16000,21.05,synthetic,mu_law_8k,300-3400,1778143816.5942152
neut_00914,neutral,data/synthetic/audio/neutral/neut_00914.wav,data/synthetic/audio_phone/neutral/neut_00914.wav,7.9,16000,24.27,synthetic,mu_law_8k,300-3400,1778143816.6001997
neut_00917,neutral,data/synthetic/audio/neutral/neut_00917.wav,data/synthetic/audio_phone/neutral/neut_00917.wav,5.7,16000,21.94,synthetic,mu_law_8k,300-3400,1778143816.6011963
neut_00916,neutral,data/synthetic/audio/neutral/neut_00916.wav,data/synthetic/audio_phone/neutral/neut_00916.wav,8.1,16000,16.8,synthetic,mu_law_8k,300-3400,1778143816.6051853
neut_00918,neutral,data/synthetic/audio/neutral/neut_00918.wav,data/synthetic/audio_phone/neutral/neut_00918.wav,5.9,16000,24.76,synthetic,mu_law_8k,300-3400,1778143816.623139
neut_00919,neutral,data/synthetic/audio/neutral/neut_00919.wav,data/synthetic/audio_phone/neutral/neut_00919.wav,6.65,16000,19.17,synthetic,mu_law_8k,300-3400,1778143816.6296349
neut_00920,neutral,data/synthetic/audio/neutral/neut_00920.wav,data/synthetic/audio_phone/neutral/neut_00920.wav,6.55,16000,19.06,synthetic,mu_law_8k,300-3400,1778143816.6336243
neut_00921,neutral,data/synthetic/audio/neutral/neut_00921.wav,data/synthetic/audio_phone/neutral/neut_00921.wav,6.55,16000,23.93,synthetic,mu_law_8k,300-3400,1778143816.6366165
neut_00922,neutral,data/synthetic/audio/neutral/neut_00922.wav,data/synthetic/audio_phone/neutral/neut_00922.wav,5.4,16000,23.53,synthetic,mu_law_8k,300-3400,1778143816.6505783
neut_00923,neutral,data/synthetic/audio/neutral/neut_00923.wav,data/synthetic/audio_phone/neutral/neut_00923.wav,6.45,16000,17.98,synthetic,mu_law_8k,300-3400,1778143816.6565628
neut_00924,neutral,data/synthetic/audio/neutral/neut_00924.wav,data/synthetic/audio_phone/neutral/neut_00924.wav,4.9,16000,18.13,synthetic,mu_law_8k,300-3400,1778143816.6585572
neut_00925,neutral,data/synthetic/audio/neutral/neut_00925.wav,data/synthetic/audio_phone/neutral/neut_00925.wav,8.1,16000,17.67,synthetic,mu_law_8k,300-3400,1778143816.673518
neut_00926,neutral,data/synthetic/audio/neutral/neut_00926.wav,data/synthetic/audio_phone/neutral/neut_00926.wav,6.2,16000,22.7,synthetic,mu_law_8k,300-3400,1778143816.6824927
neut_00927,neutral,data/synthetic/audio/neutral/neut_00927.wav,data/synthetic/audio_phone/neutral/neut_00927.wav,4.95,16000,21.74,synthetic,mu_law_8k,300-3400,1778143816.685485
neut_00928,neutral,data/synthetic/audio/neutral/neut_00928.wav,data/synthetic/audio_phone/neutral/neut_00928.wav,6.05,16000,24.32,synthetic,mu_law_8k,300-3400,1778143816.691469
neut_00929,neutral,data/synthetic/audio/neutral/neut_00929.wav,data/synthetic/audio_phone/neutral/neut_00929.wav,7.15,16000,21.09,synthetic,mu_law_8k,300-3400,1778143816.709422
neut_00930,neutral,data/synthetic/audio/neutral/neut_00930.wav,data/synthetic/audio_phone/neutral/neut_00930.wav,4.9,16000,23.04,synthetic,mu_law_8k,300-3400,1778143816.7104187
neut_00931,neutral,data/synthetic/audio/neutral/neut_00931.wav,data/synthetic/audio_phone/neutral/neut_00931.wav,5.8,16000,16.2,synthetic,mu_law_8k,300-3400,1778143816.7134106
neut_00932,neutral,data/synthetic/audio/neutral/neut_00932.wav,data/synthetic/audio_phone/neutral/neut_00932.wav,7.6,16000,20.5,synthetic,mu_law_8k,300-3400,1778143816.7313623
neut_00934,neutral,data/synthetic/audio/neutral/neut_00934.wav,data/synthetic/audio_phone/neutral/neut_00934.wav,5.5,16000,23.73,synthetic,mu_law_8k,300-3400,1778143816.7383442
neut_00935,neutral,data/synthetic/audio/neutral/neut_00935.wav,data/synthetic/audio_phone/neutral/neut_00935.wav,5.85,16000,15.21,synthetic,mu_law_8k,300-3400,1778143816.7413359
neut_00933,neutral,data/synthetic/audio/neutral/neut_00933.wav,data/synthetic/audio_phone/neutral/neut_00933.wav,7.75,16000,23.03,synthetic,mu_law_8k,300-3400,1778143816.7423334
neut_00936,neutral,data/synthetic/audio/neutral/neut_00936.wav,data/synthetic/audio_phone/neutral/neut_00936.wav,6.05,16000,21.0,synthetic,mu_law_8k,300-3400,1778143816.759288
neut_00938,neutral,data/synthetic/audio/neutral/neut_00938.wav,data/synthetic/audio_phone/neutral/neut_00938.wav,4.85,16000,22.24,synthetic,mu_law_8k,300-3400,1778143816.7682633
neut_00939,neutral,data/synthetic/audio/neutral/neut_00939.wav,data/synthetic/audio_phone/neutral/neut_00939.wav,6.65,16000,16.83,synthetic,mu_law_8k,300-3400,1778143816.774247
neut_00937,neutral,data/synthetic/audio/neutral/neut_00937.wav,data/synthetic/audio_phone/neutral/neut_00937.wav,7.45,16000,20.38,synthetic,mu_law_8k,300-3400,1778143816.774247
neut_00940,neutral,data/synthetic/audio/neutral/neut_00940.wav,data/synthetic/audio_phone/neutral/neut_00940.wav,5.4,16000,20.4,synthetic,mu_law_8k,300-3400,1778143816.793197
neut_00943,neutral,data/synthetic/audio/neutral/neut_00943.wav,data/synthetic/audio_phone/neutral/neut_00943.wav,5.3,16000,24.49,synthetic,mu_law_8k,300-3400,1778143816.8061626
neut_00942,neutral,data/synthetic/audio/neutral/neut_00942.wav,data/synthetic/audio_phone/neutral/neut_00942.wav,7.05,16000,15.99,synthetic,mu_law_8k,300-3400,1778143816.8171353
neut_00941,neutral,data/synthetic/audio/neutral/neut_00941.wav,data/synthetic/audio_phone/neutral/neut_00941.wav,8.15,16000,17.63,synthetic,mu_law_8k,300-3400,1778143816.823118
neut_00944,neutral,data/synthetic/audio/neutral/neut_00944.wav,data/synthetic/audio_phone/neutral/neut_00944.wav,6.7,16000,23.32,synthetic,mu_law_8k,300-3400,1778143816.8360822
neut_00947,neutral,data/synthetic/audio/neutral/neut_00947.wav,data/synthetic/audio_phone/neutral/neut_00947.wav,4.45,16000,24.19,synthetic,mu_law_8k,300-3400,1778143816.859021
neut_00946,neutral,data/synthetic/audio/neutral/neut_00946.wav,data/synthetic/audio_phone/neutral/neut_00946.wav,4.85,16000,20.14,synthetic,mu_law_8k,300-3400,1778143816.8600197
neut_00945,neutral,data/synthetic/audio/neutral/neut_00945.wav,data/synthetic/audio_phone/neutral/neut_00945.wav,7.2,16000,17.39,synthetic,mu_law_8k,300-3400,1778143816.8600197
neut_00949,neutral,data/synthetic/audio/neutral/neut_00949.wav,data/synthetic/audio_phone/neutral/neut_00949.wav,6.05,16000,17.94,synthetic,mu_law_8k,300-3400,1778143816.8749778
neut_00952,neutral,data/synthetic/audio/neutral/neut_00952.wav,data/synthetic/audio_phone/neutral/neut_00952.wav,4.8,16000,20.23,synthetic,mu_law_8k,300-3400,1778143816.8899386
neut_00953,neutral,data/synthetic/audio/neutral/neut_00953.wav,data/synthetic/audio_phone/neutral/neut_00953.wav,4.8,16000,20.09,synthetic,mu_law_8k,300-3400,1778143816.8949249
neut_00950,neutral,data/synthetic/audio/neutral/neut_00950.wav,data/synthetic/audio_phone/neutral/neut_00950.wav,4.6,16000,19.19,synthetic,mu_law_8k,300-3400,1778143816.8979175
neut_00954,neutral,data/synthetic/audio/neutral/neut_00954.wav,data/synthetic/audio_phone/neutral/neut_00954.wav,4.25,16000,18.99,synthetic,mu_law_8k,300-3400,1778143816.9039006
neut_00955,neutral,data/synthetic/audio/neutral/neut_00955.wav,data/synthetic/audio_phone/neutral/neut_00955.wav,6.3,16000,20.04,synthetic,mu_law_8k,300-3400,1778143816.9268396
neut_00957,neutral,data/synthetic/audio/neutral/neut_00957.wav,data/synthetic/audio_phone/neutral/neut_00957.wav,6.4,16000,19.56,synthetic,mu_law_8k,300-3400,1778143816.9348185
neut_00958,neutral,data/synthetic/audio/neutral/neut_00958.wav,data/synthetic/audio_phone/neutral/neut_00958.wav,5.4,16000,17.47,synthetic,mu_law_8k,300-3400,1778143816.9358165
neut_00956,neutral,data/synthetic/audio/neutral/neut_00956.wav,data/synthetic/audio_phone/neutral/neut_00956.wav,6.85,16000,17.89,synthetic,mu_law_8k,300-3400,1778143816.940802
neut_00959,neutral,data/synthetic/audio/neutral/neut_00959.wav,data/synthetic/audio_phone/neutral/neut_00959.wav,6.6,16000,20.37,synthetic,mu_law_8k,300-3400,1778143816.9687285
neut_00960,neutral,data/synthetic/audio/neutral/neut_00960.wav,data/synthetic/audio_phone/neutral/neut_00960.wav,6.5,16000,19.33,synthetic,mu_law_8k,300-3400,1778143816.9787006
neut_00961,neutral,data/synthetic/audio/neutral/neut_00961.wav,data/synthetic/audio_phone/neutral/neut_00961.wav,6.9,16000,16.81,synthetic,mu_law_8k,300-3400,1778143816.9806952
neut_00962,neutral,data/synthetic/audio/neutral/neut_00962.wav,data/synthetic/audio_phone/neutral/neut_00962.wav,8.45,16000,21.17,synthetic,mu_law_8k,300-3400,1778143816.9931746
neut_00963,neutral,data/synthetic/audio/neutral/neut_00963.wav,data/synthetic/audio_phone/neutral/neut_00963.wav,6.25,16000,20.57,synthetic,mu_law_8k,300-3400,1778143817.0081327
neut_00964,neutral,data/synthetic/audio/neutral/neut_00964.wav,data/synthetic/audio_phone/neutral/neut_00964.wav,6.15,16000,17.36,synthetic,mu_law_8k,300-3400,1778143817.0171094
neut_00965,neutral,data/synthetic/audio/neutral/neut_00965.wav,data/synthetic/audio_phone/neutral/neut_00965.wav,7.8,16000,15.58,synthetic,mu_law_8k,300-3400,1778143817.02808
neut_00966,neutral,data/synthetic/audio/neutral/neut_00966.wav,data/synthetic/audio_phone/neutral/neut_00966.wav,5.75,16000,16.84,synthetic,mu_law_8k,300-3400,1778143817.0310714
neut_00967,neutral,data/synthetic/audio/neutral/neut_00967.wav,data/synthetic/audio_phone/neutral/neut_00967.wav,6.9,16000,18.7,synthetic,mu_law_8k,300-3400,1778143817.0540102
neut_00968,neutral,data/synthetic/audio/neutral/neut_00968.wav,data/synthetic/audio_phone/neutral/neut_00968.wav,5.7,16000,23.55,synthetic,mu_law_8k,300-3400,1778143817.0580027
neut_00970,neutral,data/synthetic/audio/neutral/neut_00970.wav,data/synthetic/audio_phone/neutral/neut_00970.wav,4.85,16000,24.2,synthetic,mu_law_8k,300-3400,1778143817.065978
neut_00969,neutral,data/synthetic/audio/neutral/neut_00969.wav,data/synthetic/audio_phone/neutral/neut_00969.wav,6.25,16000,18.02,synthetic,mu_law_8k,300-3400,1778143817.0669765
neut_00971,neutral,data/synthetic/audio/neutral/neut_00971.wav,data/synthetic/audio_phone/neutral/neut_00971.wav,6.5,16000,23.64,synthetic,mu_law_8k,300-3400,1778143817.0954115
neut_00975,neutral,data/synthetic/audio/neutral/neut_00975.wav,data/synthetic/audio_phone/neutral/neut_00975.wav,4.35,16000,21.12,synthetic,mu_law_8k,300-3400,1778143817.0974061
neut_00972,neutral,data/synthetic/audio/neutral/neut_00972.wav,data/synthetic/audio_phone/neutral/neut_00972.wav,7.55,16000,17.74,synthetic,mu_law_8k,300-3400,1778143817.1043866
neut_00973,neutral,data/synthetic/audio/neutral/neut_00973.wav,data/synthetic/audio_phone/neutral/neut_00973.wav,7.6,16000,23.95,synthetic,mu_law_8k,300-3400,1778143817.111876
neut_00977,neutral,data/synthetic/audio/neutral/neut_00977.wav,data/synthetic/audio_phone/neutral/neut_00977.wav,6.8,16000,23.06,synthetic,mu_law_8k,300-3400,1778143817.1258378
neut_00976,neutral,data/synthetic/audio/neutral/neut_00976.wav,data/synthetic/audio_phone/neutral/neut_00976.wav,7.7,16000,18.93,synthetic,mu_law_8k,300-3400,1778143817.1318219
neut_00978,neutral,data/synthetic/audio/neutral/neut_00978.wav,data/synthetic/audio_phone/neutral/neut_00978.wav,9.7,16000,17.47,synthetic,mu_law_8k,300-3400,1778143817.1467822
neut_00979,neutral,data/synthetic/audio/neutral/neut_00979.wav,data/synthetic/audio_phone/neutral/neut_00979.wav,10.35,16000,19.76,synthetic,mu_law_8k,300-3400,1778143817.1517692
neut_00980,neutral,data/synthetic/audio/neutral/neut_00980.wav,data/synthetic/audio_phone/neutral/neut_00980.wav,6.95,16000,22.4,synthetic,mu_law_8k,300-3400,1778143817.1617417
neut_00981,neutral,data/synthetic/audio/neutral/neut_00981.wav,data/synthetic/audio_phone/neutral/neut_00981.wav,5.55,16000,23.32,synthetic,mu_law_8k,300-3400,1778143817.163737
neut_00982,neutral,data/synthetic/audio/neutral/neut_00982.wav,data/synthetic/audio_phone/neutral/neut_00982.wav,5.2,16000,23.42,synthetic,mu_law_8k,300-3400,1778143817.1737099
neut_00983,neutral,data/synthetic/audio/neutral/neut_00983.wav,data/synthetic/audio_phone/neutral/neut_00983.wav,5.2,16000,24.48,synthetic,mu_law_8k,300-3400,1778143817.179694
neut_00984,neutral,data/synthetic/audio/neutral/neut_00984.wav,data/synthetic/audio_phone/neutral/neut_00984.wav,5.55,16000,16.04,synthetic,mu_law_8k,300-3400,1778143817.1886697
neut_00985,neutral,data/synthetic/audio/neutral/neut_00985.wav,data/synthetic/audio_phone/neutral/neut_00985.wav,6.7,16000,19.71,synthetic,mu_law_8k,300-3400,1778143817.1936567
neut_00986,neutral,data/synthetic/audio/neutral/neut_00986.wav,data/synthetic/audio_phone/neutral/neut_00986.wav,7.0,16000,15.84,synthetic,mu_law_8k,300-3400,1778143817.2036293
neut_00988,neutral,data/synthetic/audio/neutral/neut_00988.wav,data/synthetic/audio_phone/neutral/neut_00988.wav,5.55,16000,24.9,synthetic,mu_law_8k,300-3400,1778143817.2126067
neut_00987,neutral,data/synthetic/audio/neutral/neut_00987.wav,data/synthetic/audio_phone/neutral/neut_00987.wav,7.55,16000,16.45,synthetic,mu_law_8k,300-3400,1778143817.2175925
